period,horizon_days,model,observations,test_start,test_end,mae_cop,rmse_cop,mean_error_cop,directional_accuracy,mase_vs_random_walk,skill_vs_random_walk_pct
window_003,15,carry,125,2024-07-22,2025-01-10,69.42082479628738,86.63657759914092,-13.915046342542126,0.568,0.9906064002557022,0.9393599744297765
window_004,15,carry,125,2025-01-13,2025-07-04,75.95532558891269,92.57485049718142,33.07064926048812,0.28,1.0488656417767064,-4.886564177670638
window_005,15,carry,125,2025-07-07,2025-12-26,64.40772753862963,81.32863863229571,31.289288329807984,0.4,1.0280064229705321,-2.800642297053213
window_006,15,carry,125,2025-12-29,2026-06-19,82.92787457078424,100.43974832510534,38.35916983362485,0.304,1.0510642291201837,-5.106422912018371
window_001,30,elastic_net,125,2023-08-07,2024-01-26,119.77546450105388,155.9600147583667,39.07883348819108,0.376,1.034151111802495,-3.415111180249508
window_002,30,elastic_net,125,2024-01-29,2024-07-19,95.49681248391319,125.06836906791398,-10.876671637084565,0.52,0.9992233262703134,0.07766737296865944
window_003,30,elastic_net,125,2024-07-22,2025-01-10,96.52697078273154,122.25571900702805,-16.562266991249032,0.592,0.9871981427321975,1.2801857267802474
window_004,30,elastic_net,125,2025-01-13,2025-07-04,111.30375728802,127.85944799828863,45.30679511140372,0.344,1.0431967990218467,-4.31967990218467
window_005,30,elastic_net,125,2025-07-07,2025-12-26,91.20067310789518,106.51891398955063,74.54848850605978,0.224,1.0855289713629002,-8.552897136290017
window_006,30,elastic_net,125,2025-12-29,2026-06-19,123.38247062059989,153.13040867043372,72.25989785111632,0.36,1.024891886127138,-2.4891886127138108
