horizon_days,feature,driver_group,feature_value,standardized_value,coefficient,contribution_log_return,contribution_cop_approx,direction
60,tes_cop_5y_level,rates_and_carry,11.95,1.301128774399468,-0.0,-0.0,-0.0,neutral
60,tes_cop_5y_chg_1,rates_and_carry,0.0,0.0010740518321988026,0.0,0.0,0.0,neutral
60,tes_cop_5y_pct_1,rates_and_carry,0.0,-0.005741673180941177,0.0,-0.0,-0.0,neutral
60,tes_cop_5y_pct_5,rates_and_carry,-0.011579818031430933,-0.4021972064791356,-0.0,0.0,0.0,neutral
60,tes_cop_5y_z_60,rates_and_carry,-1.1978112016763174,-0.8245578441492017,-0.0,0.0,0.0,neutral
60,tes_cop_10y_level,rates_and_carry,11.84,0.9763051885251488,-0.0013801292541854027,-0.0013474273516965525,-4.381981964725876,down
60,tes_cop_10y_chg_1,rates_and_carry,0.0,0.00020223475680270373,0.0,0.0,0.0,neutral
60,tes_cop_10y_pct_1,rates_and_carry,0.0,-0.008494287855008937,0.0,-0.0,-0.0,neutral
60,tes_cop_10y_pct_5,rates_and_carry,-0.012510425354462118,-0.4171171384038673,-0.0,0.0,0.0,neutral
60,tes_cop_10y_z_60,rates_and_carry,-1.1765532369147178,-0.8727998257251992,-0.0,0.0,0.0,neutral
60,inflation_level,domestic_macro,6.14,0.2126272706252922,0.0,0.0,0.0,neutral
60,inflation_chg_1,domestic_macro,0.0,0.015548888162886193,-0.0,-0.0,-0.0,neutral
60,inflation_pct_1,domestic_macro,0.0,-0.001164370607827642,0.0,-0.0,-0.0,neutral
60,inflation_pct_5,domestic_macro,0.0,-0.0026036188898739634,0.0,-0.0,-0.0,neutral
60,inflation_z_60,domestic_macro,1.9540779104343686,1.264184915971061,-0.0,-0.0,-0.0,neutral
60,current_account_level,external_flows,-1573.14,0.5364738828885599,-0.00012611870036991933,-6.765938889230948e-05,-0.22003577521056858,down
60,current_account_chg_1,external_flows,0.0,0.004709428745652764,-0.0,-0.0,-0.0,neutral
60,current_account_pct_1,external_flows,0.0,0.005344624735844456,0.0,0.0,0.0,neutral
60,current_account_pct_5,external_flows,0.0,0.011951627039857358,0.0,0.0,0.0,neutral
60,current_account_z_60,external_flows,,-0.07396465576645588,-0.0,0.0,0.0,neutral
60,sofr_level,rates_and_carry,3.63,1.0769608380800773,-0.0,-0.0,-0.0,neutral
60,sofr_chg_1,rates_and_carry,0.0,-0.004227934895486255,0.0,-0.0,-0.0,neutral
60,sofr_pct_1,rates_and_carry,0.0,-0.029792561811523496,0.0,-0.0,-0.0,neutral
60,sofr_pct_5,rates_and_carry,0.013966480446927276,0.006743879173958592,0.0,0.0,0.0,neutral
60,sofr_z_60,rates_and_carry,0.4513999876079178,0.2797664478308871,0.0,0.0,0.0,neutral
60,vix_level,global_risk,16.5,-0.41848781617166797,-0.0,0.0,0.0,neutral
60,vix_chg_1,global_risk,0.0,0.0007532235268200315,0.0,0.0,0.0,neutral
60,vix_pct_1,global_risk,0.0,-0.03342837959662923,0.0,-0.0,-0.0,neutral
60,vix_pct_5,global_risk,-0.023668639053254337,-0.21931938157205672,0.0,-0.0,-0.0,neutral
60,vix_z_60,global_risk,-0.6266609512382498,-0.4390007086004621,0.0,-0.0,-0.0,neutral
60,broad_usd_level,global_risk,120.5046,1.2306511727258471,-0.0,-0.0,-0.0,neutral
60,broad_usd_chg_1,global_risk,0.0,-0.008126994793132697,0.0,-0.0,-0.0,neutral
60,broad_usd_pct_1,global_risk,0.0,-0.009325586641494122,0.0,-0.0,-0.0,neutral
60,broad_usd_pct_5,global_risk,-0.0051687970101717,-0.7907358729906517,0.0,-0.0,-0.0,neutral
60,broad_usd_z_60,global_risk,0.9189796806794398,0.7449760645805144,0.0,0.0,0.0,neutral
60,brent_level,global_risk,69.56,0.1332856628992443,0.0,0.0,0.0,neutral
60,brent_chg_1,global_risk,0.0,-0.009505340166967172,-0.0,0.0,0.0,neutral
60,brent_pct_1,global_risk,0.0,-0.026014119383178352,-0.0,0.0,0.0,neutral
60,brent_pct_5,global_risk,0.0,-0.05754097728186551,-0.0,0.0,0.0,neutral
60,brent_z_60,global_risk,-1.321540129215911,-1.1466504077292667,-0.0,0.0,0.0,neutral
60,treasury_2y_level,rates_and_carry,4.26,1.0291116936953546,0.0,0.0,0.0,neutral
60,treasury_2y_chg_1,rates_and_carry,0.0,0.0027485147851429082,-0.0,-0.0,-0.0,neutral
60,treasury_2y_pct_1,rates_and_carry,0.0,-0.02095888973854202,-0.0,0.0,0.0,neutral
60,treasury_2y_pct_5,rates_and_carry,0.01187648456057011,0.10095447564822302,-0.0,-0.0,-0.0,neutral
60,treasury_2y_z_60,rates_and_carry,1.6236956978927362,1.1091574336215952,-0.0,-0.0,-0.0,neutral
60,treasury_10y_level,rates_and_carry,4.62,0.9016415358394754,0.0,0.0,0.0,neutral
60,treasury_10y_chg_1,rates_and_carry,0.0,0.0017387513999835048,-0.0,-0.0,-0.0,neutral
60,treasury_10y_pct_1,rates_and_carry,0.0,-0.010361494074178768,-0.0,0.0,0.0,neutral
60,treasury_10y_pct_5,rates_and_carry,0.013157894736842257,0.2583944617688538,-0.0,-0.0,-0.0,neutral
60,treasury_10y_z_60,rates_and_carry,1.7749511925570642,1.3092471600457447,-0.0,-0.0,-0.0,neutral
60,trm_realized_vol_20,technical_fx,0.11479999148834791,0.3569842417094624,-0.0,-0.0,-0.0,neutral
60,trm_momentum_5,technical_fx,-0.025318576715680052,-1.4849134599002958,0.0,-0.0,-0.0,neutral
60,trm_momentum_20,technical_fx,-0.05240165226070559,-1.545974859695496,0.0,-0.0,-0.0,neutral
60,carry_spread_pp,rates_and_carry,7.553,3.033185890460825,-0.0,-0.0,-0.0,neutral
60,carry_to_risk,rates_and_carry,65.79268780491698,2.672457520355442,-0.0,-0.0,-0.0,neutral
60,intercept,base_model,,1.0,0.004646888498293741,0.004646888498293741,15.11219255418606,up
